post_shortcode,commenter_username,comment_text,comment_likes
post_shortcode,commenter_username,comment_text,comment_likes
DIcRig7Mrwl,<Profile msmeko70 (707070875)>,:clown_face::clown_face::clown_face::clown_face::clown_face:,1
DIcRig7Mrwl,<Profile rgoodman888 (1399679)>,:face_with_tears_of_joy:,2
DIcRig7Mrwl,<Profile karlakomorebi (5906000878)>,:cat_with_tears_of_joy::cat_with_tears_of_joy::cat_with_tears_of_joy::cat_with_tears_of_joy::cat_with_tears_of_joy::clown_face:,1
DIcRig7Mrwl,<Profile klara.szasz (3246306497)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile suzannenajim (704039598)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile diannasapphirica (228560020)>,"He just won, Donkey of the Day!",0
DIcRig7Mrwl,<Profile trishsattler (26996684794)>,:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:,1
DIcRig7Mrwl,<Profile mahende01 (2989283699)>,It’s embarrassing that Ohio State even decided to go there in the first place :face_with_rolling_eyes:,1
DIcRig7Mrwl,<Profile faythlwsims (340868958)>,#thattracks,1
DIcRig7Mrwl,<Profile fernandallama (1661539816)>,:face_with_tears_of_joy:,1
DIcRig7Mrwl,<Profile berly1974 (54161469)>,:woman_facepalming_light_skin_tone::face_with_tears_of_joy: not even for that he’s good at,1
DIcRig7Mrwl,<Profile tareitoff (70155519919)>,What a:clown_face::clown_face::clown_face::clown_face:,1
DIcRig7Mrwl,<Profile rubenalza (577152820)>,:egg:on!!!! Xd,1
DIcRig7Mrwl,<Profile islanderkirk (533861589)>,VEEP energy when Selena holds the Flappy Bird clock.,1
